 X== 8401.877172   Y== 3943.829268
 X== 4554.131247   Y== 8666.601483
 X== 4531.634694   Y== 823.300323
 X== 9723.972198   Y== 9778.413912
 X== 4363.293599   Y== 2665.995389
 X== 1019.450082   Y== 8894.787793
 X== 5967.332896   Y== 512.101343
 X== 5209.017054   Y== 3307.193487
 X== 4899.714424   Y== 7161.241592
 X== 4669.693720   Y== 1960.350509
 X== 9433.945943   Y== 3439.528837
 X== 9426.972880   Y== 3000.930409
 X== 5975.155447   Y== 7056.375131
 X== 8810.778716   Y== 3493.629402
 X== 198.620409   Y== 2462.155322
 X== 4376.416530   Y== 3544.678671
 X== 8819.238124   Y== 8930.547777
 X== 2211.280150   Y== 3350.872813
 X== 9753.848100   Y== 1935.252348
 X== 3129.286721   Y== 4117.141694
 X== 4601.247737   Y== 4148.736803
 X== 3011.929483   Y== 568.580628
 X== 4660.838146   Y== 8220.946537
 X== 3875.774114   Y== 9560.552570
 X== 5382.188123   Y== 8545.467839
 X== 1520.903079   Y== 4816.134062
 X== 1984.996671   Y== 947.875954
 X== 7817.064471   Y== 7960.152118
 X== 8004.251084   Y== 6627.843183
 X== 1453.781515   Y== 8202.871493
 X== 9089.998509   Y== 5830.198045
 X== 1747.550160   Y== 7909.236629
 X== 4760.745822   Y== 3958.830314
 X== 1260.109442   Y== 4514.593917
 X== 5894.082662   Y== 4389.396163
 X== 8631.735616   Y== 495.330394
 X== 8538.132970   Y== 1643.665094
 X== 1063.911021   Y== 3198.971112
 X== 9864.611635   Y== 4939.685136
 X== 2759.523682   Y== 5246.799754
 X== 3485.152970   Y== 4280.426760
 X== 62.933816   Y== 5470.149641
 X== 5228.302714   Y== 7879.998287
 X== 3430.301754   Y== 3232.553798
 X== 4507.841470   Y== 4884.083273
 X== 1435.425287   Y== 3597.839975
 X== 714.281313   Y== 3182.975451
 X== 1507.076598   Y== 5475.027135
 X== 7141.805765   Y== 2767.186040
 X== 9989.621057   Y== 3035.888422
 X== 7156.582208   Y== 8621.356668
 X== 3531.218815   Y== 5694.715174
 X== 265.021757   Y== 4595.129837
 X== 8893.686286   Y== 129.633388
 X== 9534.814972   Y== 1653.209963
 X== 5376.433146   Y== 3019.967942
 X== 5933.636723   Y== 5439.366962
 X== 8490.117583   Y== 1161.939437
 X== 3319.365244   Y== 1920.419336
 X== 4394.493235   Y== 7827.206714
 X== 6804.502610   Y== 5829.918522
 X== 1425.046684   Y== 7518.783923
 X== 9012.893973   Y== 2932.123287
 X== 2993.811058   Y== 6154.699734
 X== 5699.309327   Y== 2983.432111
 X== 9190.588155   Y== 2855.891531
 X== 1604.788774   Y== 2721.806966
 X== 8550.606705   Y== 1869.810532
 X== 7316.936803   Y== 7444.292990
 X== 1999.443924   Y== 6851.751775
 X== 9097.502953   Y== 7375.877070
 X== 9871.719717   Y== 5031.139676
 X== 2815.244027   Y== 8361.837295
 X== 6193.079113   Y== 6134.609271
 X== 282.256627   Y== 587.572344
 X== 3961.815985   Y== 7086.759236
 X== 6417.490866   Y== 5386.862669
 X== 4605.543159   Y== 5430.384840
 X== 8318.985956   Y== 7599.354218
 X== 1585.084569   Y== 4018.295283
 X== 582.786324   Y== 775.672724
 X== 6874.186814   Y== 2187.575098
 X== 3497.479690   Y== 5424.793519
 X== 4057.385630   Y== 814.416493
 X== 2869.086504   Y== 6056.829554
 X== 7666.168268   Y== 1966.589453
 X== 3432.706619   Y== 7537.887980
 X== 6997.729129   Y== 6247.950646
 X== 5899.725270   Y== 3190.808237
 X== 2382.559917   Y== 6181.981902
 X== 3778.380581   Y== 6344.375902
 X== 3268.741133   Y== 195.871447
 X== 1731.238566   Y== 7874.284293
 X== 5626.256287   Y== 50.224522
 X== 5473.638505   Y== 7211.340855
 X== 4068.519806   Y== 6056.424829
 X== 7987.013579   Y== 942.706615
 X== 8243.999927   Y== 1484.493269
 X== 6367.500134   Y== 2301.385557
 X== 2298.909762   Y== 9236.586638
 X== 8358.215111   Y== 9965.078030
 X== 1203.176091   Y== 1790.921731
 X== 7502.966005   Y== 8200.905220
 X== 8038.872377   Y== 3402.691271
 X== 1391.713457   Y== 421.432289
 X== 9584.673173   Y== 5170.094038
 X== 6765.808192   Y== 2853.414306
 X== 5365.965485   Y== 8497.046762
 X== 727.698594   Y== 992.221768
 X== 8547.271285   Y== 6201.337104
 X== 8203.562628   Y== 2615.791085
 X== 2257.761928   Y== 6190.576202
 X== 3558.497701   Y== 501.761856
 X== 7675.069472   Y== 9925.997839
 X== 2803.147413   Y== 9973.979234
 X== 9162.584473   Y== 1161.362520
 X== 9939.057259   Y== 365.760559
 X== 2952.284251   Y== 7442.023259
 X== 8566.665784   Y== 991.156628
 X== 844.714530   Y== 9958.379241
 X== 1412.588917   Y== 429.387698
 X== 5128.473274   Y== 8178.397114
 X== 3282.802004   Y== 494.438759
 X== 6675.443871   Y== 4010.500602
 X== 1486.660527   Y== 5222.715151
 X== 211.837702   Y== 9690.223154
 X== 7838.506237   Y== 2469.599630
 X== 5880.799357   Y== 1397.003933
 X== 2971.361486   Y== 3555.868824
 X== 1323.001767   Y== 5774.508899
 X== 3529.848058   Y== 485.586240
 X== 6935.871424   Y== 3468.905312
 X== 851.346800   Y== 9888.155675
 X== 910.928571   Y== 9418.012583
 X== 879.312298   Y== 1755.643101
 X== 9376.391819   Y== 2291.901220
 X== 2185.030799   Y== 4504.865093
 X== 470.298329   Y== 5467.832808
 X== 4999.303853   Y== 7145.742200
 X== 9478.333411   Y== 6485.964379
 X== 2368.457346   Y== 9690.171112
 X== 6176.187534   Y== 206.963578
 X== 2159.770737   Y== 2056.986886
 X== 1603.967511   Y== 5131.132228
 X== 5612.855710   Y== 2926.969283
 X== 905.641122   Y== 9142.703767
 X== 3412.555523   Y== 7841.512546
 X== 2611.609079   Y== 4263.902323
 X== 7729.668220   Y== 3522.537650
 X== 3681.914906   Y== 8608.980518
 X== 5278.180752   Y== 3058.306721
 X== 900.881733   Y== 7463.211551
 X== 7563.171814   Y== 1371.180062
 X== 2931.044355   Y== 2562.475662
 X== 8516.922262   Y== 2409.377760
 X== 9048.440046   Y== 885.379604
 X== 2099.548868   Y== 5224.627575
 X== 1092.343182   Y== 4259.319610
 X== 7281.614462   Y== 2696.310697
 X== 9390.451838   Y== 2894.470167
 X== 5623.279980   Y== 296.092956
 X== 2037.173934   Y== 9035.835503
 X== 8137.605506   Y== 4648.783014
 X== 3299.737821   Y== 5867.273722
 X== 8171.320664   Y== 6981.652727
 X== 4476.254235   Y== 3449.501411
 X== 39.959447   Y== 5377.135973
 X== 912.712957   Y== 7603.131261
 X== 6748.316035   Y== 3843.757316
 X== 165.606923   Y== 5265.238297
 X== 6253.135077   Y== 9214.046970
 X== 6150.617900   Y== 8352.683949
 X== 4438.674540   Y== 7242.961087
 X== 2612.003555   Y== 1720.288997
 X== 9939.271784   Y== 2002.455388
 X== 4614.759164   Y== 5562.551760
 X== 2298.548344   Y== 6651.933099
 X== 4598.387258   Y== 436.153845
 X== 1300.716107   Y== 7898.125079
 X== 6303.427567   Y== 9472.036771
 X== 4879.777806   Y== 779.681802
 X== 2921.538177   Y== 4919.737254
 X== 6156.817775   Y== 3834.251139
 X== 2522.868511   Y== 2905.133806
 X== 7678.008456   Y== 2688.475434
 X== 8170.372102   Y== 3931.143528
 X== 1902.522399   Y== 4320.990003
 X== 2283.827473   Y== 6341.196940
 X== 1563.951085   Y== 4895.831027
 X== 8061.485937   Y== 1503.222865
 X== 6898.286416   Y== 2676.245101
 X== 7065.774625   Y== 9196.834764
 X== 9328.178200   Y== 1664.161878
 X== 9632.988609   Y== 628.894307
 X== 9562.286958   Y== 5936.416176
 X== 100.931074   Y== 4442.064760
 X== 6716.097978   Y== 3022.469256
 X== 9361.802013   Y== 2872.915749
 X== 6856.720395   Y== 1884.670524
 X== 5778.049555   Y== 4534.728846
 X== 4573.145958   Y== 3948.421657
 X== 8465.872374   Y== 6475.668362
 X== 8269.411660   Y== 749.699846
 X== 2816.865296   Y== 9833.362745
 X== 5645.530874   Y== 878.351233
 X== 1336.585605   Y== 2543.817289
 X== 3554.596334   Y== 8402.360230
 X== 1740.652049   Y== 2882.774529
 X== 66.522104   Y== 1373.640653
 X== 3511.668836   Y== 9628.809062
 X== 7310.056830   Y== 3612.599915
 X== 4070.873821   Y== 4026.154803
 X== 6635.069170   Y== 3432.675830
 X== 6899.070552   Y== 3491.789561
 X== 5317.346354   Y== 2677.120107
 X== 8026.518406   Y== 9890.492316
 X== 6625.541764   Y== 6492.390775
 X== 6366.160673   Y== 4894.953419
 X== 7242.090622   Y== 9183.025970
 X== 4728.316159   Y== 2887.621495
 X== 61.377198   Y== 6064.901765
 X== 5431.438785   Y== 3615.973533
 X== 4467.261990   Y== 7172.090834
 X== 6498.748067   Y== 4533.784094
 X== 8545.731487   Y== 10.416899
 X== 4162.593151   Y== 5855.788317
 X== 3623.016814   Y== 8233.466972
 X== 9881.943120   Y== 258.085979
 X== 1666.142802   Y== 6781.013672
 X== 3749.875540   Y== 6983.489155
 X== 9458.133778   Y== 1776.393941
 X== 6873.981467   Y== 6083.675537
 X== 8268.784722   Y== 3240.142136
 X== 978.628952   Y== 5510.875338
 X== 2423.168105   Y== 5706.945111
 X== 8398.496834   Y== 2484.545304
 X== 1771.846871   Y== 3829.935614
 X== 6100.518841   Y== 6239.108861
 X== 1002.026443   Y== 2599.266904
 X== 772.892950   Y== 9547.757935
 X== 2609.683803   Y== 4935.486100
 X== 5403.546246   Y== 6232.700621
 X== 3168.953072   Y== 5285.489361
 X== 6490.786600   Y== 4835.095873
 X== 2066.503028   Y== 240.662140
 X== 1818.585024   Y== 1524.636802
 X== 2017.056081   Y== 8692.566496
 X== 7608.312339   Y== 285.840798
 X== 1932.708627   Y== 8586.941291
 X== 5796.716141   Y== 4355.876732
 X== 4293.886397   Y== 4195.212971
 X== 6840.422040   Y== 6065.733268
 X== 8025.148589   Y== 2940.940877
 X== 2304.842124   Y== 9027.175032
 X== 5540.207781   Y== 3077.735073
 X== 8574.932962   Y== 8149.891583
 X== 8013.221178   Y== 3978.479204
 X== 4382.592200   Y== 1182.174245
 X== 9263.968570   Y== 873.378800
 X== 6017.270119   Y== 1330.471594
 X== 1114.040940   Y== 7835.855143
 X== 2855.108400   Y== 3131.097021
 X== 6528.421634   Y== 463.420735
 X== 3416.937824   Y== 8461.130265
 X== 9050.362031   Y== 9213.653965
 X== 2817.006993   Y== 3344.248423
 X== 3408.866931   Y== 9657.429033
 X== 9409.981696   Y== 1434.015516
 X== 2598.369905   Y== 1714.823815
 X== 461.190548   Y== 8138.577686
 X== 4792.558893   Y== 9036.123510
 X== 6288.469269   Y== 2805.780067
 X== 3014.602714   Y== 671.061464
 X== 3987.954312   Y== 2278.571279
 X== 1544.440264   Y== 5.224426
 X== 3609.042872   Y== 2658.481203
 X== 7841.079569   Y== 6464.151273
 X== 5789.578229   Y== 4369.501203
 X== 6927.572012   Y== 9206.516053
 X== 2830.631464   Y== 5977.934038
 X== 8420.170014   Y== 5647.638457
 X== 9322.182461   Y== 1829.036941
 X== 5305.067490   Y== 8732.164152
 X== 3263.052461   Y== 7903.437395
 X== 446.987967   Y== 3724.243009
 X== 6042.015080   Y== 5239.546860
 X== 2760.366515   Y== 2330.484345
 X== 8045.326927   Y== 5774.969228
 X== 3001.545809   Y== 2033.281234
 X== 8053.540507   Y== 4545.986077
 X== 2038.505660   Y== 1662.583380
 X== 7204.467280   Y== 9879.585230
 X== 8126.734653   Y== 2994.045505
 X== 4249.086429   Y== 5054.306660
 X== 2200.561553   Y== 7079.717893
 X== 1032.240694   Y== 620.731563
 X== 2727.356349   Y== 354.423155
 X== 2449.768508   Y== 8032.423839
 X== 9086.587308   Y== 5712.820969
 X== 5935.861229   Y== 9533.575275
 X== 9437.063979   Y== 1977.876305
 X== 4773.122130   Y== 2197.430489
 X== 4308.360649   Y== 2818.449052
 X== 7972.399722   Y== 7309.906463
 X== 4851.730287   Y== 6025.940225
 X== 1855.892535   Y== 6890.235947
 X== 7688.523604   Y== 9060.359816
 X== 6769.821177   Y== 5815.258257
 X== 2054.405320   Y== 1018.907601
 X== 869.564913   Y== 4254.966874
 X== 8098.625498   Y== 1901.805611
 X== 4875.698441   Y== 825.981843
 X== 2256.228767   Y== 7325.466949
 X== 8858.405682   Y== 1342.816069
 X== 3038.287914   Y== 4794.266906
 X== 876.391344   Y== 2475.351888
 X== 6772.143215   Y== 5649.513475
 X== 4672.782377   Y== 1080.503860
 X== 8467.962532   Y== 2645.182094
 X== 8390.410323   Y== 3319.692813
 X== 8671.122323   Y== 246.302853
 X== 209.928760   Y== 6359.645923
 X== 9306.662674   Y== 6979.749937
 X== 2174.904175   Y== 1361.067990
 X== 7998.657538   Y== 3044.469093
 X== 5616.034863   Y== 6097.283031
 X== 4946.274704   Y== 491.733300
 X== 6923.264874   Y== 7202.503470
 X== 7817.200249   Y== 5781.670551
 X== 8545.319540   Y== 855.488158
 X== 575.937457   Y== 9421.710884
 X== 3330.840046   Y== 7348.080672
 X== 5071.224358   Y== 8003.622428
 X== 8428.584532   Y== 3539.186885
 X== 648.804517   Y== 6818.994855
 X== 6858.879699   Y== 9319.926840
 X== 7065.297708   Y== 7068.808459
 X== 5679.572763   Y== 6371.960377
 X== 4048.558392   Y== 7854.476938
 X== 7733.028367   Y== 2047.215929
 X== 898.946026   Y== 3349.063230
 X== 8144.498960   Y== 5845.220730
 X== 3840.796530   Y== 5067.763834
 X== 3047.724195   Y== 1657.996779
 X== 849.434380   Y== 1593.043735
 X== 2513.484937   Y== 1425.371837
 X== 1014.754614   Y== 5844.324988
 X== 8773.452509   Y== 6085.978973
 X== 3847.947411   Y== 7202.037041
 X== 9625.165858   Y== 4496.751928
 X== 4021.031891   Y== 6484.045557
 X== 3816.678768   Y== 1086.329595
 X== 3552.854012   Y== 9496.251531
 X== 7458.289977   Y== 7601.412408
 X== 7350.728464   Y== 5191.318339
 X== 9648.628337   Y== 8249.674494
 X== 8540.381570   Y== 7793.127293
 X== 4094.895219   Y== 2381.178100
 X== 2860.891122   Y== 7142.619419
 X== 4039.174879   Y== 3710.325506
 X== 8735.663155   Y== 6552.659816
 X== 5135.697343   Y== 9750.417769
 X== 2396.984800   Y== 3909.149852
 X== 5836.396742   Y== 6244.932211
 X== 1111.186888   Y== 5461.562595
 X== 741.684139   Y== 5132.218779
 X== 1945.608147   Y== 4558.362907
 X== 6218.548373   Y== 5498.462164
 X== 4054.614433   Y== 3676.838346
 X== 3099.874567   Y== 1405.342892
 X== 8868.156690   Y== 2748.502899
 X== 9655.017387   Y== 7408.538255
 X== 541.630187   Y== 3749.912606
 X== 9789.716354   Y== 3402.521314
 X== 892.532021   Y== 3828.891229
 X== 7112.846820   Y== 9628.195176
 X== 381.551045   Y== 2248.544159
 X== 9378.612940   Y== 2778.535845
 X== 6157.694010   Y== 5215.009677
 X== 9023.468061   Y== 7268.880898
 X== 676.572272   Y== 9765.152200
 X== 2401.099672   Y== 2622.180419
 X== 4323.515102   Y== 8619.648050
 X== 8120.642583   Y== 8378.129536
 X== 2296.486391   Y== 1220.517145
 X== 9783.472428   Y== 1164.643076
 X== 3969.020044   Y== 9438.489815
 X== 8573.181335   Y== 4510.650236
 X== 3188.402417   Y== 8362.897685
 X== 7913.171550   Y== 4080.934438
 X== 2191.788914   Y== 5026.018366
 X== 3709.129609   Y== 2573.339959
 X== 7274.562524   Y== 3087.742544
 X== 5351.875804   Y== 3432.256534
 X== 8302.752226   Y== 4375.343860
 X== 701.137428   Y== 8979.324498
 X== 4140.496056   Y== 3102.237104
 X== 1601.504912   Y== 8464.011158
 X== 1721.885149   Y== 9722.147500
 X== 6842.140689   Y== 4018.371540
 X== 942.664640   Y== 6625.613117
 X== 5183.014621   Y== 4911.684690
 X== 6064.102927   Y== 3756.195951
 X== 9422.334926   Y== 9252.505344
 X== 2119.093631   Y== 7335.506471
 X== 3333.439777   Y== 4310.882545
 X== 2361.524833   Y== 7042.569386
 X== 6884.222504   Y== 9636.087357
 X== 130.311926   Y== 2236.098308
 X== 3068.343887   Y== 8433.064152
 X== 6611.442169   Y== 3769.481319
 X== 7412.388645   Y== 751.938224
 X== 6871.718423   Y== 9013.893562
 X== 9215.949382   Y== 8593.603572
 X== 8736.041057   Y== 6058.090071
 X== 2611.975108   Y== 9678.705698
 X== 2683.703184   Y== 7794.989728
 X== 4590.390383   Y== 8747.806111
 X== 1551.185675   Y== 4012.725304
 X== 8000.311450   Y== 3670.279311
 X== 1348.231771   Y== 1333.751223
 X== 7981.161856   Y== 3709.756603
 X== 8376.320609   Y== 4865.384360
 X== 3345.843960   Y== 8506.632535
 X== 7101.482668   Y== 6414.187847
 X== 6939.696687   Y== 3712.924832
 X== 183.669161   Y== 4352.085327
 X== 4464.863057   Y== 7055.387584
 X== 3365.978884   Y== 3680.812439
 X== 5648.991152   Y== 2102.019937
 X== 9738.902510   Y== 8260.966264
 X== 1780.725635   Y== 2422.605689
 X== 6055.955987   Y== 6371.116017
 X== 1170.411795   Y== 7607.141667
 X== 383.841321   Y== 9170.723245
 X== 1277.420973   Y== 1732.073092
 X== 504.474463   Y== 9258.582829
 X== 5441.829700   Y== 8880.795072
 X== 4123.967185   Y== 8787.673660
 X== 7387.427603   Y== 1225.449849
 X== 5201.861502   Y== 4327.124285
 X== 4938.374686   Y== 5385.530668
 X== 8679.209616   Y== 9403.237742
 X== 2440.918247   Y== 2045.188496
 X== 3084.050176   Y== 8089.909404
 X== 4147.208437   Y== 2822.952682
 X== 6350.875663   Y== 5927.934072
 X== 5245.558370   Y== 2406.831646
 X== 2299.050084   Y== 6415.970165
 X== 13.973308   Y== 2682.891406
 X== 5586.693406   Y== 1291.394281
 X== 4414.964502   Y== 6091.167869
 X== 549.977110   Y== 9856.794202
 X== 4971.962937   Y== 4673.944295
 X== 8644.467857   Y== 2359.390539
 X== 5899.394148   Y== 3846.329355
 X== 6686.514824   Y== 837.768829
 X== 9231.860023   Y== 5365.724436
 X== 241.006566   Y== 1672.778270
 X== 7410.912936   Y== 3325.056747
 X== 9762.687674   Y== 1558.121369
 X== 6148.009429   Y== 6113.563332
 X== 7486.055441   Y== 1393.567799
 X== 8520.394977   Y== 9785.105525
 X== 7809.537965   Y== 8534.368290
 X== 2467.996931   Y== 3396.231371
 X== 9825.762571   Y== 6882.961433
 X== 9487.399240   Y== 375.739676
 X== 6739.755630   Y== 4459.362176
 X== 5049.683976   Y== 5384.223482
 X== 6818.752716   Y== 949.078119
 X== 9230.552837   Y== 3505.267535
 X== 1786.846948   Y== 8462.412860
 X== 8870.991975   Y== 2027.853514
 X== 135.191125   Y== 6281.904907
 X== 5352.910261   Y== 9897.878799
 X== 7840.026276   Y== 1500.919690
 X== 6011.442126   Y== 5326.081712
 X== 2894.487489   Y== 4531.837099
 X== 5111.187233   Y== 704.025450
 X== 3066.205384   Y== 7579.184164
 X== 4100.256820   Y== 2891.967955
 X== 4462.145592   Y== 3587.656060
 X== 3267.707631   Y== 1201.901218
 X== 8047.018237   Y== 8317.391606
 X== 6586.124700   Y== 4865.770948
 X== 9266.469725   Y== 5816.677537
 X== 8371.038483   Y== 1053.316668
 X== 4279.090392   Y== 7242.030454
 X== 3081.170187   Y== 4414.281517
 X== 3523.935356   Y== 8434.080448
 X== 4312.160310   Y== 1363.961627
 X== 9935.000138   Y== 323.602432
 X== 6690.043340   Y== 2829.487623
 X== 4855.439530   Y== 1801.230573
 X== 3533.513077   Y== 7921.644919
 X== 9380.414737   Y== 7633.769898
 X== 813.612868   Y== 3842.560329
 X== 1221.425953   Y== 4081.320499
 X== 5044.461547   Y== 9268.444189
 X== 2398.712105   Y== 1630.586247
 X== 4134.215132   Y== 1665.181826
 X== 7447.263784   Y== 2505.253615
 X== 2718.498499   Y== 1726.354170
 X== 9747.284069   Y== 5799.668685
 X== 6140.635687   Y== 3271.219425
 X== 4233.749129   Y== 452.795993
 X== 4635.181052   Y== 4168.749267
 X== 776.398424   Y== 1325.224392
 X== 6998.236890   Y== 5631.837955
 X== 3126.454965   Y== 531.749963
 X== 3553.482869   Y== 2506.869697
 X== 8165.519865   Y== 4367.095737
 X== 6349.430027   Y== 9386.945818
 X== 8448.416241   Y== 1393.891574
 X== 8655.390008   Y== 847.128341
 X== 3024.477820   Y== 2789.605135
 X== 2512.310167   Y== 471.741599
 X== 5294.858751   Y== 5230.808666
 X== 2198.095770   Y== 5042.142819
 X== 1030.477346   Y== 8338.731457
 X== 8313.362244   Y== 5264.226480
 X== 8791.527450   Y== 2948.543291
 X== 9432.975747   Y== 9567.925874
 X== 4273.767683   Y== 6431.212633
 X== 5199.763824   Y== 7400.222648
 X== 6962.962601   Y== 8753.246697
 X== 9907.092350   Y== 5128.482462
 X== 3120.342429   Y== 6256.522372
 X== 4515.428275   Y== 1568.758665
 X== 7650.413945   Y== 3170.818278
 X== 2415.887007   Y== 674.891761
 X== 5960.423418   Y== 4928.197178
 X== 1146.633360   Y== 1255.282164
 X== 159.005839   Y== 3344.729130
 X== 6297.424983   Y== 1189.483191
 X== 1683.460582   Y== 4610.787222
 X== 6453.709671   Y== 474.988027
 X== 7559.330518   Y== 5886.685413
 X== 42.913896   Y== 1833.098196
 X== 2317.898042   Y== 5242.677725
 X== 9233.320849   Y== 9280.860643
 X== 3995.924417   Y== 9140.413194
 X== 4409.343099   Y== 7116.266846
 X== 5396.935560   Y== 8924.771379
 X== 8685.025516   Y== 3047.349506
 X== 2095.589653   Y== 1100.912518
 X== 3722.241267   Y== 8056.013071
 X== 6029.109697   Y== 4868.874631
 X== 9311.295240   Y== 6188.115541
 X== 8213.603761   Y== 5608.720219
 X== 7377.598731   Y== 9897.064348
 X== 219.507441   Y== 3831.308397
 X== 372.052370   Y== 7778.837959
 X== 9717.993811   Y== 414.966271
 X== 9611.936156   Y== 2035.891848
 X== 5657.643995   Y== 8845.257000
 X== 1316.752490   Y== 9653.568412
 X== 7985.670188   Y== 5726.095590
 X== 6769.835254   Y== 3382.605749
 X== 4650.866964   Y== 5454.860765
 X== 6429.955255   Y== 6746.456622
 X== 6555.773288   Y== 152.196516
 X== 4802.469688   Y== 2584.882980
 X== 5021.071148   Y== 4113.764923
 X== 8772.998521   Y== 3234.674909
 X== 9722.485146   Y== 6150.597248
 X== 3131.739252   Y== 9941.992587
 X== 9981.905646   Y== 3503.791622
 X== 7720.830542   Y== 9699.899452
 X== 3918.757892   Y== 7332.766693
 X== 1735.791299   Y== 9576.401887
 X== 6178.023692   Y== 3052.543790
 X== 9229.970295   Y== 4163.693876
 X== 8778.639379   Y== 5999.805548
 X== 7546.299625   Y== 3429.506344
 X== 1454.666309   Y== 3976.254875
 X== 175.962960   Y== 8010.439597
 X== 4128.451396   Y== 4978.432648
 X== 595.322578   Y== 9149.522543
 X== 9092.197576   Y== 9368.321099
 X== 2384.197448   Y== 8814.682718
 X== 5518.918347   Y== 5515.936699
 X== 8756.675301   Y== 5500.823988
 X== 9019.728326   Y== 6477.505838
 X== 5200.723440   Y== 2938.486213
 X== 3810.272526   Y== 6936.514739
 X== 2514.888101   Y== 9988.296218
 X== 9989.058529   Y== 1744.858391
